restau_ID,restaurant,url,nombre_avis,score_general
644,Le Percolateur,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2071553-Reviews-Le_Percolateur-Paris_Ile_de_France.html,321,4.5
645,Le Cafe Jacquemart-Andre,https://www.tripadvisor.fr/Restaurant_Review-g187147-d793392-Reviews-Le_Cafe_Jacquemart_Andre-Paris_Ile_de_France.html,470,4.5
646,Les Grands Enfants,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2468235-Reviews-Les_Grands_Enfants-Paris_Ile_de_France.html,405,4.0
647,Zébulon Palais Royal,https://www.tripadvisor.fr/Restaurant_Review-g187147-d7377763-Reviews-Zebulon_Palais_Royal-Paris_Ile_de_France.html,496,4.5
648,La Place Royale,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1124131-Reviews-La_Place_Royale-Paris_Ile_de_France.html,445,4.0
649,Les Fauves,https://www.tripadvisor.fr/Restaurant_Review-g187147-d12058517-Reviews-Les_Fauves-Paris_Ile_de_France.html,446,4.5
650,Le Galopin de LuLu,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719527-Reviews-Le_Galopin_de_LuLu-Paris_Ile_de_France.html,351,4.0
651,Le Sot L'y Laisse,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719429-Reviews-Le_Sot_L_y_Laisse-Paris_Ile_de_France.html,279,4.5
652,Lou tiap,https://www.tripadvisor.fr/Restaurant_Review-g187147-d4697825-Reviews-Lou_tiap-Paris_Ile_de_France.html,141,4.5
653,Le 39V,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2035908-Reviews-Le_39V-Paris_Ile_de_France.html,485,4.0
654,Auberge Bressane,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718138-Reviews-Auberge_Bressane-Paris_Ile_de_France.html,602,4.5
655,Tannat,https://www.tripadvisor.fr/Restaurant_Review-g187147-d7938857-Reviews-Tannat-Paris_Ile_de_France.html,264,4.5
656,Le Perroquet Vert,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1069513-Reviews-Le_Perroquet_Vert-Paris_Ile_de_France.html,178,4.5
657,Le Coq Rico - Paris,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2570750-Reviews-Le_Coq_Rico-Paris_Ile_de_France.html,1012,4.5
658,Le Centenaire,https://www.tripadvisor.fr/Restaurant_Review-g187147-d939315-Reviews-Le_Centenaire-Paris_Ile_de_France.html,300,4.5
659,L'Encrier,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718156-Reviews-L_Encrier-Paris_Ile_de_France.html,369,4.5
660,La Petite Chaise,https://www.tripadvisor.fr/Restaurant_Review-g187147-d695071-Reviews-La_Petite_Chaise-Paris_Ile_de_France.html,751,4.0
661,Crêpe Avenue,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1508160-Reviews-Crepe_Avenue-Paris_Ile_de_France.html,358,4.5
662,Le 52,https://www.tripadvisor.fr/Restaurant_Review-g187147-d7310299-Reviews-Le_52-Paris_Ile_de_France.html,560,4.5
663,La Comète,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2428791-Reviews-La_Comete-Paris_Ile_de_France.html,270,4.5
664,Chez Minnà,https://www.tripadvisor.fr/Restaurant_Review-g187147-d8754111-Reviews-Chez_Minna-Paris_Ile_de_France.html,244,4.5
665,Legrand Filles et Fils,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719485-Reviews-Legrand_Filles_et_Fils-Paris_Ile_de_France.html,180,4.5
666,Violetta et Alfredo,https://www.tripadvisor.fr/Restaurant_Review-g187147-d13597787-Reviews-Violetta_et_Alfredo-Paris_Ile_de_France.html,92,4.5
667,Le Mathusalem,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719587-Reviews-Le_Mathusalem-Paris_Ile_de_France.html,260,4.0
668,Aux Anysetiers Du Roy Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187147-d858456-Reviews-Aux_Anysetiers_Du_Roy_Restaurant-Paris_Ile_de_France.html,465,4.0
669,Le Petit Commines,https://www.tripadvisor.fr/Restaurant_Review-g187147-d3948247-Reviews-Le_Petit_Commines-Paris_Ile_de_France.html,530,4.5
670,Opium la Cabane,https://www.tripadvisor.fr/Restaurant_Review-g187147-d3388673-Reviews-Opium_la_Cabane-Paris_Ile_de_France.html,286,4.5
671,Creperie Bretonne Fleurie,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1008112-Reviews-Creperie_Bretonne_Fleurie-Paris_Ile_de_France.html,382,4.5
672,Aux Ducs de Bourgogne,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2146060-Reviews-Aux_Ducs_de_Bourgogne-Paris_Ile_de_France.html,188,4.5
673,Chez Fernand Christine,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1580042-Reviews-Chez_Fernand_Christine-Paris_Ile_de_France.html,930,4.0
674,Le Fumoir,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719123-Reviews-Le_Fumoir-Paris_Ile_de_France.html,1361,4.0
675,Le Petit Lux,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1795459-Reviews-Le_Petit_Lux-Paris_Ile_de_France.html,97,4.5
676,Loulou Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2614329-Reviews-Loulou_Friendly_Diner-Paris_Ile_de_France.html,1145,4.0
677,Les Toqués,https://www.tripadvisor.fr/Restaurant_Review-g187147-d5260317-Reviews-Les_toques-Paris_Ile_de_France.html,147,4.5
678,l'Escient,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2563475-Reviews-L_Escient-Paris_Ile_de_France.html,215,4.5
679,Bistro Volnay,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2164367-Reviews-Bistro_Volnay-Paris_Ile_de_France.html,381,4.0
680,Au Bougnat,https://www.tripadvisor.fr/Restaurant_Review-g187147-d813472-Reviews-Au_Bougnat-Paris_Ile_de_France.html,1269,4.5
681,Gabia,https://www.tripadvisor.fr/Restaurant_Review-g187147-d12842074-Reviews-Gabia-Paris_Ile_de_France.html,68,5.0
682,le trumilou,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719461-Reviews-Le_trumilou-Paris_Ile_de_France.html,486,4.0
683,Le Petit Josselin,https://www.tripadvisor.fr/Restaurant_Review-g187147-d3393721-Reviews-Le_Petit_Josselin-Paris_Ile_de_France.html,461,4.0
684,Pierre Hermé Bonaparte,https://www.tripadvisor.fr/Restaurant_Review-g187147-d782873-Reviews-Pierre_Herme_Bonaparte-Paris_Ile_de_France.html,2005,4.5
685,Le Bon Georges,https://www.tripadvisor.fr/Restaurant_Review-g187147-d6494517-Reviews-Le_Bon_Georges-Paris_Ile_de_France.html,605,4.5
686,Cafe de la Regence,https://www.tripadvisor.fr/Restaurant_Review-g187147-d10694990-Reviews-Cafe_de_la_Regence-Paris_Ile_de_France.html,341,4.0
687,Clover Green,https://www.tripadvisor.fr/Restaurant_Review-g187147-d7596237-Reviews-Clover_Green-Paris_Ile_de_France.html,363,4.0
688,Le Coin,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2648145-Reviews-Le_Coin-Paris_Ile_de_France.html,270,4.5
689,Académie de la bière,https://www.tripadvisor.fr/Restaurant_Review-g187147-d813220-Reviews-Academie_de_la_biere-Paris_Ile_de_France.html,500,4.0
690,L'Atypic,https://www.tripadvisor.fr/Restaurant_Review-g187147-d10178309-Reviews-L_Atypic-Paris_Ile_de_France.html,153,4.5
691,Blossom,https://www.tripadvisor.fr/Restaurant_Review-g187147-d12399534-Reviews-Blossom-Paris_Ile_de_France.html,123,4.5
692,Restaurant Victor,https://www.tripadvisor.fr/Restaurant_Review-g187147-d785782-Reviews-Restaurant_Victor-Paris_Ile_de_France.html,624,4.5
693,Le Crabe Marteau,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1817340-Reviews-Le_Crabe_Marteau-Paris_Ile_de_France.html,726,4.0
694,Le Scheffer,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719421-Reviews-Le_Scheffer-Paris_Ile_de_France.html,328,4.0
695,Café des Ministères,https://www.tripadvisor.fr/Restaurant_Review-g187147-d6018143-Reviews-Cafe_des_Ministeres-Paris_Ile_de_France.html,105,4.5
696,La Poulette de Grain,https://www.tripadvisor.fr/Restaurant_Review-g187147-d7009190-Reviews-La_Poulette_de_Grain-Paris_Ile_de_France.html,307,4.0
697,CHEZ BOUBOULE,https://www.tripadvisor.fr/Restaurant_Review-g187147-d8144221-Reviews-CHEZ_BOUBOULE-Paris_Ile_de_France.html,254,4.5
698,Maceo,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719567-Reviews-Maceo-Paris_Ile_de_France.html,612,4.0
699,Le Bon Pêcheur,https://www.tripadvisor.fr/Restaurant_Review-g187147-d6012833-Reviews-Le_Bon_Pecheur-Paris_Ile_de_France.html,343,4.5
700,Odette Paris,https://www.tripadvisor.fr/Restaurant_Review-g187147-d4401740-Reviews-Odette_Paris-Paris_Ile_de_France.html,342,4.5
701,BOULETTES Chef comptoir,https://www.tripadvisor.fr/Restaurant_Review-g187147-d6762394-Reviews-BOULETTES_Chef_comptoir-Paris_Ile_de_France.html,157,4.5
702,Pomze,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719844-Reviews-Pomze-Paris_Ile_de_France.html,481,4.5
703,Angelina Paris,https://www.tripadvisor.fr/Restaurant_Review-g187147-d695078-Reviews-Angelina-Paris_Ile_de_France.html,10678,4.0
704,Cellar Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2188108-Reviews-Cellar_Restaurant-Paris_Ile_de_France.html,205,4.5
705,L'Envers du Décor,https://www.tripadvisor.fr/Restaurant_Review-g187147-d4468034-Reviews-L_Envers_du_Decor-Paris_Ile_de_France.html,148,4.5
706,Restaurant Belle Maison,https://www.tripadvisor.fr/Restaurant_Review-g187147-d10895021-Reviews-Restaurant_Belle_Maison-Paris_Ile_de_France.html,183,4.5
707,Les Canailles Ménilmontant,https://www.tripadvisor.fr/Restaurant_Review-g187147-d12933045-Reviews-Les_Canailles_Menilmontant-Paris_Ile_de_France.html,91,4.5
708,L'Atelier du Marche,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1091071-Reviews-L_Atelier_du_Marche-Paris_Ile_de_France.html,358,4.5
709,Chez Fernand,https://www.tripadvisor.fr/Restaurant_Review-g187147-d4520110-Reviews-Chez_Fernand-Paris_Ile_de_France.html,998,4.5
710,Le Cosi,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719092-Reviews-Le_Cosi-Paris_Ile_de_France.html,368,4.0
711,KL Patisserie Paris,https://www.tripadvisor.fr/Restaurant_Review-g187147-d11693200-Reviews-KL_Patisserie_Paris-Paris_Ile_de_France.html,119,4.5
712,Afaria,https://www.tripadvisor.fr/Restaurant_Review-g187147-d789383-Reviews-Afaria-Paris_Ile_de_France.html,401,4.0
713,Septime,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2185868-Reviews-Septime-Paris_Ile_de_France.html,997,4.5
714,Au Bascou,https://www.tripadvisor.fr/Restaurant_Review-g187147-d695093-Reviews-Au_Bascou-Paris_Ile_de_France.html,343,4.5
715,La Rotonde,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718719-Reviews-La_Rotonde_Montparnasse-Paris_Ile_de_France.html,1782,4.0
716,La Maison de Verlaine,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1830224-Reviews-La_Maison_de_Verlaine-Paris_Ile_de_France.html,1295,4.5
717,Gaya,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718008-Reviews-Gaya-Paris_Ile_de_France.html,325,4.0
718,L'Absinthe,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718101-Reviews-L_Absinthe-Paris_Ile_de_France.html,845,4.0
719,Pom'Cannelle,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2175970-Reviews-Pom_Cannelle-Paris_Ile_de_France.html,312,4.5
720,Café des Anges,https://www.tripadvisor.fr/Restaurant_Review-g187147-d783040-Reviews-Cafe_des_Anges-Paris_Ile_de_France.html,747,4.0
721,Le Picotin,https://www.tripadvisor.fr/Restaurant_Review-g187147-d793287-Reviews-Le_Picotin-Paris_Ile_de_France.html,708,4.5
722,Pain Vin Fromage,https://www.tripadvisor.fr/Restaurant_Review-g187147-d943262-Reviews-Pain_Vin_Fromage-Paris_Ile_de_France.html,1934,4.5
723,Clamato,https://www.tripadvisor.fr/Restaurant_Review-g187147-d5937604-Reviews-Clamato-Paris_Ile_de_France.html,449,4.0
724,Boulom,https://www.tripadvisor.fr/Restaurant_Review-g187147-d13970216-Reviews-Boulom-Paris_Ile_de_France.html,287,4.0
725,La Grange,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1630661-Reviews-La_Grange_des_soeurs_Aubry-Paris_Ile_de_France.html,281,4.0
726,Oh and Co,https://www.tripadvisor.fr/Restaurant_Review-g187147-d16926137-Reviews-Oh_and_Co-Paris_Ile_de_France.html,53,5.0
727,Les Fabricants,https://www.tripadvisor.fr/Restaurant_Review-g187147-d4329402-Reviews-Les_Fabricants-Paris_Ile_de_France.html,535,4.0
728,Le Robinet d'Or,https://www.tripadvisor.fr/Restaurant_Review-g187147-d4329425-Reviews-Le_Robinet_d_Or-Paris_Ile_de_France.html,347,4.0
729,La robe de la Girafe,https://www.tripadvisor.fr/Restaurant_Review-g187147-d5496496-Reviews-La_Robe_de_la_Girafe-Paris_Ile_de_France.html,420,4.5
730,La Table d'Aligre,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718732-Reviews-La_Table_d_Aligre-Paris_Ile_de_France.html,533,4.5
731,Café des Musées,https://www.tripadvisor.fr/Restaurant_Review-g187147-d804870-Reviews-Cafe_des_Musees-Paris_Ile_de_France.html,991,4.0
732,Alain Ducasse au Plaza Athénée,https://www.tripadvisor.fr/Restaurant_Review-g187147-d695263-Reviews-Alain_Ducasse_au_Plaza_Athenee-Paris_Ile_de_France.html,826,4.5
733,Le Colvert Bistrot,https://www.tripadvisor.fr/Restaurant_Review-g187147-d15690365-Reviews-Le_Colvert_Bistrot-Paris_Ile_de_France.html,127,4.5
734,L'Assiette,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718131-Reviews-L_Assiette-Paris_Ile_de_France.html,395,4.0
735,le petit villiers chez Fred,https://www.tripadvisor.fr/Restaurant_Review-g187147-d930238-Reviews-Le_petit_villiers_chez_Fred-Paris_Ile_de_France.html,336,4.0
736,La Marine,https://www.tripadvisor.fr/Restaurant_Review-g187147-d802452-Reviews-La_Marine-Paris_Ile_de_France.html,691,4.0
737,Le Petit Vatel,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719217-Reviews-Le_Petit_Vatel-Paris_Ile_de_France.html,219,4.5
738,"Le Lobby Restaurant, The Peninsula Paris",https://www.tripadvisor.fr/Restaurant_Review-g187147-d6975404-Reviews-Le_Lobby-Paris_Ile_de_France.html,562,4.0
739,La Condesa Paris,https://www.tripadvisor.fr/Restaurant_Review-g187147-d12862943-Reviews-La_Condesa_Paris-Paris_Ile_de_France.html,120,4.5
740,Fenêtre sur Cour,https://www.tripadvisor.fr/Restaurant_Review-g187147-d5778341-Reviews-Fenetre_sur_Cour-Paris_Ile_de_France.html,456,4.5
741,Auberge de la Reine Blanche,https://www.tripadvisor.fr/Restaurant_Review-g187147-d695128-Reviews-Auberge_de_la_Reine_Blanche-Paris_Ile_de_France.html,578,4.0
742,La Crêperie,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1239704-Reviews-La_Creperie-Paris_Ile_de_France.html,773,4.0
743,Le P'tit Bréguet,https://www.tripadvisor.fr/Restaurant_Review-g187147-d3736291-Reviews-Le_P_tit_Breguet-Paris_Ile_de_France.html,383,4.0
744,La Cidrerie du Marais,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1905867-Reviews-La_Cidrerie_du_Marais-Paris_Ile_de_France.html,340,4.0
745,Pâtisserie Stohrer,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1893254-Reviews-Patisserie_Stohrer-Paris_Ile_de_France.html,597,4.0
746,Bistrot Belhara,https://www.tripadvisor.fr/Restaurant_Review-g187147-d5030873-Reviews-Bistrot_Belhara-Paris_Ile_de_France.html,372,4.0
747,Le Parc Aux Cerfs,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719192-Reviews-Le_Parc_Aux_Cerfs-Paris_Ile_de_France.html,625,4.5
748,Flottes,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1839155-Reviews-Flottes-Paris_Ile_de_France.html,1761,4.0
749,Le Bouchon et l'Assiette,https://www.tripadvisor.fr/Restaurant_Review-g187147-d3482705-Reviews-Le_Bouchon_et_l_Assiette-Paris_Ile_de_France.html,170,4.5
750,Le Chalet Savoyard,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2100136-Reviews-Le_Chalet_Savoyard-Paris_Ile_de_France.html,1316,4.5
751,La Table Des Anges,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2078740-Reviews-La_Table_des_Anges-Paris_Ile_de_France.html,381,4.5
752,Boti,https://www.tripadvisor.fr/Restaurant_Review-g187147-d9849166-Reviews-Boti-Paris_Ile_de_France.html,103,5.0
753,Camille,https://www.tripadvisor.fr/Restaurant_Review-g187147-d714918-Reviews-Camille-Paris_Ile_de_France.html,979,4.0
754,L'Enfance de Lard,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1336036-Reviews-L_Enfance_de_Lard-Paris_Ile_de_France.html,348,4.0
755,Le Coupe-Chou,https://www.tripadvisor.fr/Restaurant_Review-g187147-d778361-Reviews-Le_Coupe_Chou-Paris_Ile_de_France.html,1699,4.0
756,TournBride,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719454-Reviews-TournBride-Paris_Ile_de_France.html,228,4.0
757,Bistrot de L'Oulette,https://www.tripadvisor.fr/Restaurant_Review-g187147-d695171-Reviews-Bistrot_de_L_Oulette-Paris_Ile_de_France.html,795,4.5
758,Deuz Restaurant,https://www.tripadvisor.fr/Restaurant_Review-g187147-d4944261-Reviews-Deuz_restaurant-Paris_Ile_de_France.html,226,4.5
759,La Truffière,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718756-Reviews-La_Truffiere-Paris_Ile_de_France.html,563,4.0
760,Les Diables au Thym,https://www.tripadvisor.fr/Restaurant_Review-g187147-d808011-Reviews-Les_Diables_au_Thym-Paris_Ile_de_France.html,331,4.0
761,Aux Artistes,https://www.tripadvisor.fr/Restaurant_Review-g187147-d695138-Reviews-Aux_Artistes-Paris_Ile_de_France.html,383,4.0
762,La Crème de Paris,https://www.tripadvisor.fr/Restaurant_Review-g187147-d8523375-Reviews-La_Creme_de_Paris-Paris_Ile_de_France.html,869,4.0
763,Bustronome PARIS,https://www.tripadvisor.fr/Restaurant_Review-g187147-d7621672-Reviews-Bustronome_Paris-Paris_Ile_de_France.html,131,4.5
764,L'Orangerie,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718188-Reviews-L_Orangerie_Paris-Paris_Ile_de_France.html,573,4.0
765,Plein Ouest,https://www.tripadvisor.fr/Restaurant_Review-g187147-d17560481-Reviews-Plein_Ouest-Paris_Ile_de_France.html,47,5.0
766,Vin et Marée Suffren Ecole Militaire,https://www.tripadvisor.fr/Restaurant_Review-g187147-d720142-Reviews-Vin_et_Maree_Suffren_Ecole_Militaire-Paris_Ile_de_France.html,568,4.0
767,Au Petit Riche,https://www.tripadvisor.fr/Restaurant_Review-g187147-d695112-Reviews-Au_Petit_Riche-Paris_Ile_de_France.html,1385,4.0
768,Ensuite,https://www.tripadvisor.fr/Restaurant_Review-g187147-d11808429-Reviews-Ensuite-Paris_Ile_de_France.html,96,4.5
769,Chez Papa Bastille,https://www.tripadvisor.fr/Restaurant_Review-g187147-d782060-Reviews-Chez_Papa_Bastille-Paris_Ile_de_France.html,630,4.0
770,Rooster par Frédéric Duca,https://www.tripadvisor.fr/Restaurant_Review-g187147-d15690840-Reviews-Rooster_par_Frederic_Duca-Paris_Ile_de_France.html,74,4.5
771,Hiramatsu,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718037-Reviews-Hiramatsu-Paris_Ile_de_France.html,176,4.5
772,Brasserie Bellanger,https://www.tripadvisor.fr/Restaurant_Review-g187147-d17320162-Reviews-Brasserie_Bellanger-Paris_Ile_de_France.html,175,4.5
773,Les Darons,https://www.tripadvisor.fr/Restaurant_Review-g187147-d11786927-Reviews-Les_Darons-Paris_Ile_de_France.html,94,4.5
774,Chez Georges,https://www.tripadvisor.fr/Restaurant_Review-g187147-d714962-Reviews-Chez_Georges-Paris_Ile_de_France.html,636,4.0
775,Chez Denise,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1159701-Reviews-Chez_Denise-Paris_Ile_de_France.html,786,4.0
776,Café La Colonnade,https://www.tripadvisor.fr/Restaurant_Review-g187147-d3251657-Reviews-Cafe_La_Colonnade-Paris_Ile_de_France.html,77,4.5
777,Jeanne B,https://www.tripadvisor.fr/Restaurant_Review-g187147-d4168363-Reviews-Jeanne_B-Paris_Ile_de_France.html,467,4.0
778,Ellsworth,https://www.tripadvisor.fr/Restaurant_Review-g187147-d7899146-Reviews-Ellsworth-Paris_Ile_de_France.html,347,4.0
779,Le Ju',https://www.tripadvisor.fr/Restaurant_Review-g187147-d12915326-Reviews-Le_Ju-Paris_Ile_de_France.html,283,4.0
780,Le Petit Fer a Cheval,https://www.tripadvisor.fr/Restaurant_Review-g187147-d805839-Reviews-Le_Petit_Fer_a_Cheval-Paris_Ile_de_France.html,460,4.0
781,le Richer,https://www.tripadvisor.fr/Restaurant_Review-g187147-d3731107-Reviews-Le_Richer-Paris_Ile_de_France.html,697,4.0
782,Chez Les Anges,https://www.tripadvisor.fr/Restaurant_Review-g187147-d714978-Reviews-Chez_Les_Anges-Paris_Ile_de_France.html,399,4.0
783,G,https://www.tripadvisor.fr/Restaurant_Review-g187147-d8813989-Reviews-G_IV-Paris_Ile_de_France.html,94,4.5
784,La Haute Cloche,https://www.tripadvisor.fr/Restaurant_Review-g187147-d8828406-Reviews-Restaurant_La_Haute_Cloche-Paris_Ile_de_France.html,163,4.5
785,LArchimede,https://www.tripadvisor.fr/Restaurant_Review-g187147-d14095806-Reviews-LArchimede_Paris-Paris_Ile_de_France.html,64,5.0
786,Crêperie À L'OUEST,https://www.tripadvisor.fr/Restaurant_Review-g187147-d10497988-Reviews-Creperie_A_L_Ouest-Paris_Ile_de_France.html,128,4.5
787,Bistrot de la Porte Dorée,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1858700-Reviews-Bistrot_de_la_Porte_Doree-Paris_Ile_de_France.html,268,4.0
788,Ma Salle a Manger,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1534789-Reviews-Ma_Salle_a_Manger-Paris_Ile_de_France.html,526,4.0
789,Le Petit Broc',https://www.tripadvisor.fr/Restaurant_Review-g187147-d2545051-Reviews-Le_Petit_Broc-Paris_Ile_de_France.html,357,4.0
790,Le Bistrot des Plantes,https://www.tripadvisor.fr/Restaurant_Review-g187147-d10810533-Reviews-Le_Bistrot_des_Plantes-Paris_Ile_de_France.html,92,4.5
791,Eric Kayser - 8 rue Monge,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1153247-Reviews-Eric_Kayser_8_rue_Monge-Paris_Ile_de_France.html,741,4.0
792,La Maison Bleue,https://www.tripadvisor.fr/Restaurant_Review-g187147-d8027293-Reviews-La_Maison_Bleue-Paris_Ile_de_France.html,672,4.0
793,Josephine Chez Dumonet,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718076-Reviews-Josephine_Chez_Dumonet-Paris_Ile_de_France.html,797,4.0
794,Kozy Salon Urbain,https://www.tripadvisor.fr/Restaurant_Review-g187147-d4996048-Reviews-Kozy_Salon_Urbain-Paris_Ile_de_France.html,427,4.5
795,Cristal Room Baccarat,https://www.tripadvisor.fr/Restaurant_Review-g187147-d784099-Reviews-Cristal_Room_Baccarat-Paris_Ile_de_France.html,571,4.0
796,Je The,https://www.tripadvisor.fr/Restaurant_Review-g187147-d785999-Reviews-Je_The_Me-Paris_Ile_de_France.html,341,4.5
797,Capucine Café La Brasserie,https://www.tripadvisor.fr/Restaurant_Review-g187147-d967426-Reviews-Restaurant_Le_Capucine-Paris_Ile_de_France.html,1200,4.0
798,Sobre,https://www.tripadvisor.fr/Restaurant_Review-g187147-d17651207-Reviews-Sobre-Paris_Ile_de_France.html,45,5.0
799,Le Beurre Noisette,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718808-Reviews-Le_Beurre_Noisette-Paris_Ile_de_France.html,454,4.0
800,Le Paname,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1336387-Reviews-Le_Paname-Paris_Ile_de_France.html,296,4.0
801,Restaurant Lasserre,https://www.tripadvisor.fr/Restaurant_Review-g187147-d780426-Reviews-Restaurant_Lasserre-Paris_Ile_de_France.html,163,4.5
802,Maca'Rong,https://www.tripadvisor.fr/Restaurant_Review-g187147-d7741225-Reviews-Maca_Rong-Paris_Ile_de_France.html,93,5.0
803,Maison Georges Larnicol,https://www.tripadvisor.fr/Restaurant_Review-g187147-d5888116-Reviews-Maison_Georges_Larnicol-Paris_Ile_de_France.html,226,4.5
804,Bô Zinc Café,https://www.tripadvisor.fr/Restaurant_Review-g187147-d783024-Reviews-Bo_Zinc_Cafe-Paris_Ile_de_France.html,245,4.0
805,Le Petit Cler,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1916013-Reviews-Le_Petit_Cler-Paris_Ile_de_France.html,1129,4.0
806,L'Ecailler du Bistrot,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718097-Reviews-L_Ecailler_du_Bistrot-Paris_Ile_de_France.html,389,4.0
807,L'Auberge Aveyronnaise,https://www.tripadvisor.fr/Restaurant_Review-g187147-d695125-Reviews-L_Auberge_Aveyronnaise-Paris_Ile_de_France.html,1148,4.0
808,Restaurant Caillebotte,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2215427-Reviews-Restaurant_Caillebotte-Paris_Ile_de_France.html,397,4.0
809,Aux Petits Oignons,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1549895-Reviews-Aux_Petits_Oignons-Paris_Ile_de_France.html,261,4.0
810,The Smiths Bakery,https://www.tripadvisor.fr/Restaurant_Review-g187147-d3679504-Reviews-The_Smiths_Bakery-Paris_Ile_de_France.html,234,4.5
811,Le Clou de Fourchette,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2232266-Reviews-Le_Clou_de_Fourchette-Paris_Ile_de_France.html,190,4.5
812,Le Berry,https://www.tripadvisor.fr/Restaurant_Review-g187147-d10372212-Reviews-Le_Berry-Paris_Ile_de_France.html,172,4.5
813,Au 35,https://www.tripadvisor.fr/Restaurant_Review-g187147-d1932236-Reviews-Au_35-Paris_Ile_de_France.html,424,4.0
814,L'Ardoise,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718125-Reviews-L_Ardoise-Paris_Ile_de_France.html,1083,4.0
815,Le Restaurant ERH,https://www.tripadvisor.fr/Restaurant_Review-g187147-d12535614-Reviews-Le_Restaurant_ERH-Paris_Ile_de_France.html,125,4.5
816,La Table d'Aki,https://www.tripadvisor.fr/Restaurant_Review-g187147-d2719663-Reviews-La_Table_d_Aki-Paris_Ile_de_France.html,146,4.5
817,L'Arpège,https://www.tripadvisor.fr/Restaurant_Review-g187147-d718128-Reviews-L_Arpege-Paris_Ile_de_France.html,1328,4.0
818,Le Petit Sommelier,https://www.tripadvisor.fr/Restaurant_Review-g187147-d3237897-Reviews-Le_Petit_Sommelier-Paris_Ile_de_France.html,779,4.0
819,Le Suffren,https://www.tripadvisor.fr/Restaurant_Review-g187147-d719437-Reviews-Le_Suffren-Paris_Ile_de_France.html,1439,4.0
